时间,公司名,行业,轮次,金额,投资方,最新估值(估算)(万),标签,基本信息,团队信息
2021-12-23,格派新能源,先进制造,C+轮,3亿人民币,盈科资本（领投）,150000,先进制造、新能源、新材料,格派新能源是一家动力电池材料提供商，公司主要业务包括钴镍锰等基础料、三元前驱体、锂电正极材料以及动力电池梯次循环利用等，致力于建设新能源动力电池产业生产圈。,曹栋强 董事长 曹栋强，格派新能源董事长。 
2021-12-22,泽睿新材料,先进制造,A轮,未透露,方广资本,10000,先进制造、新材料、新材料,泽睿新材料专注于碳化硅纤维的研制与生产，致力于发展成为国内领先、具有国际竞争力的高性能碳化硅纤维及相关制品供应商。依托碳化硅纤维及其复合材料湖南省工程实验室、湖南省含铍碳化硅纤维工程技术研究中心，公司突破了碳化硅纤维产业化技术瓶颈，拥有相关发明专利10项，具有我国独立的自主知识产权，建立了碳化硅纤维生产基地，产品已广泛应用于航空航天、核电等热端新材料领域。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-12-20,安泰复材,先进制造,战略投资,未透露,"力合清源, 拓邦投资, 中科创星, 华鑫证券",50000,先进制造、新材料、新材料,安泰复材是一家复合材料研发商，产品覆盖民用飞机复合材料内外饰及次承重结构件和豪华汽车内外饰碳纤维复合材料，应用于空客、波音的主力机型。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-12-17,VisIC Technologies,先进制造,战略投资,2000万美元,晶方科技,94900,先进制造、集成电路、新材料,VisIC Technologies是一家以色列氮化镓功率半导体供应商，专注于汽车高压应用领域氮化镓器件，是xEV应用领域氮化镓电子器件的全球领导者，专注于大功率汽车解决方案。其高效、可扩展的产品以深厚的氮化镓技术知识和数十年的经验为基础。VisIC致力于在能源转换系统的规模和成本方面提供逐步的功能改进，并努力在所有开发阶段提供高质量的客户支持。VisIC提供基于复合半导体氮化镓（GaN）材料的大功率晶体管产品，旨在为高性价比和高性能的汽车逆变器系统提供产品。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-12-17,风光新材料,先进制造,IPO上市,12.99亿人民币,,556200,先进制造、新材料、新材料,风光新材料是专业从事高分子材料功能助剂研发、生产及应用的高新技术企业； 是一家为全球高分子材料工业提供聚合物添加剂和完整解决方案的服务商和核心助剂材料供应商,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-12-17,至格科技,智能硬件,A+轮,未透露,小米集团,10000,智能硬件、AR/VR设备、新材料,至格科技是一家AR光学显示模组及衍射光栅研发商，致力于AR光学显示模组及衍射光栅的研发、生产和销售。至格科技采用基于表面浮雕光栅衍射光波导的AR显示技术路线，自主掌握光栅产业链三大核心技术——光栅设计、光栅母版加工和纳米压印生产，并成功研制出AR衍射光波导光学显示模组产品。,孟祥峰 CEO 孟祥峰，至格科技CEO。 
2021-12-15,中科星城,先进制造,战略投资,11亿人民币,深创投,550000,先进制造、新材料、新材料,"中科星城是一家新材料技术开发服务商，公司业务涉及新材料技术开发服务、咨询、交流服务、转让服务、锂离子电池材料、石墨烯材料、电气机械设备、通用机械设备销售、机械设备、电气设备、电气技术、特种材料及新产品研发等。
",暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-12-15,当盛新材,先进制造,A轮,数亿人民币,"红杉资本中国（领投）, 祥峰投资Vertex, 沃衍资本, 北控金富",150000,先进制造、新材料、新材料,当盛新材是一家高性能纤维材料研发商，致力于高性能纤维材料的研发、生产、销售的高科技企业，实现了中国唯一由单一材料制成的高性能防病毒、生化阻隔的防护服的生产。当盛新材提供一系列医疗一次性防护用品，包括防护服、隔离服、防护鞋套等用品。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-12-15,飞泽科技,先进制造,战略投资,数亿人民币,天际资本FutureX Capital,100000,先进制造、新材料、新材料,飞泽科技是一家碳纤维/玻璃纤维复合材料生产企业，专注为汽车、风电、轨道交通、民用航空等领域客户提供包含结构设计、模拟分析、材料研发、工艺试制、试验验证、量产交付在内的全流程解决方案。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-12-14,大毛牛,先进制造,A轮,未透露,东方汇富（领投）,100000,先进制造、新材料、新材料,大毛牛是一家气凝胶防寒服设计生产商，长远来看，大毛牛的定位是新材料公司而非服装公司，主要从事气凝胶材料的研发生产和应用工作。,张媛婷 CEO 张媛婷，大毛牛CEO。 
2021-12-06,合肥欣奕华,先进制造,战略投资,数亿人民币,"东方汇佳, 龙鼎资本",420000,先进制造、智能装备、人工智能,合肥欣奕华是一家泛半导体智能装备供应商，专注于为智能制造、信息交互和人类便捷生活提供解决方案和专业服务。公司主营业务涉及智能机器和先进材料两大领域，包括智能机器、先进材料、人工智能和飞行器四大事业。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-12-03,鸷锐新材料,先进制造,Pre-A轮,未透露,青松资本,10000,先进制造、新材料、新材料,鸷锐新材料是一家新材料研发、制备商，专业从事高端数控刀具研发、设计、生产、销售并且提供技术支持。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-12-02,格派新能源,先进制造,C轮,未透露,,25000,先进制造、新能源、新材料,格派新能源是一家动力电池材料提供商，公司主要业务包括钴镍锰等基础料、三元前驱体、锂电正极材料以及动力电池梯次循环利用等，致力于建设新能源动力电池产业生产圈。,曹栋强 董事长 曹栋强，格派新能源董事长。 
2021-11-30,海朴精密,先进制造,天使轮,数千万人民币,"水木创投（领投）, 国发创投",15000,先进制造、新材料、新材料,"海朴精密是一家高纯金属靶坯材料研发生产商，专业从事高纯金属靶坯材料研发、生产。公司服务集成电路溅射靶材制造企业、集成电路芯片制造企业和ALD前驱体生产企业等，为半导体产业、原子能工业、生物医用等高技术领域提供高纯度、高均匀性的各类金属材料。
",暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-11-29,材华科技,先进制造,Pre-A轮,数千万人民币,"架桥资本（领投）, 中关村协同创新基金, 中科院创投",20000,先进制造、新材料、新材料,材华科技是一家共聚功能高分子材料创新研发企业，专注于高端涂层技术和功能化学品开发、转化及销售，依托水性高分子核心等技术，研发了荧光共聚乳液、活性自由基聚合、缩聚用彩色单体、不同分子量的含氟二元醇或含氟单体等产品，广泛应用于航天、医疗、日化、家装等领域。,李军配 创始人 李军配，材华科技创始人。 
2021-11-29,永晗材料,先进制造,战略投资,未透露,金轮股份,50000,先进制造、新材料、新材料,"永晗材料是一家无钴锂电正极材料研发商，专注于无钴锂电正极材料的研发、生产及销售。
",暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-11-26,云路先进材料,先进制造,IPO上市,13.99亿人民币,,559600,先进制造、新材料、新材料,"云路先进材料是一家非晶合金材料服务商，主营非晶带材及相关制品、磁性粉末及元器件，公司立足于家电电源及新能源电磁器件产品体系，依托公司国内领先的磁性材料研发实力，将公司打造成一流的磁性材料、电磁器件及系统方案提供商。
",暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-11-25,华清电子,先进制造,战略投资,1.8亿人民币,创合鑫材基金（领投）,90000,先进制造、新材料、新材料,华清电子专业从事高热导率氮化铝陶瓷基板和电子陶瓷元器件研发、生产与销售，产品主要应用于5G通讯、LED封装、功率模块、影像传感、汽车电子和航天军工等高科技领域，销往国内和国际多个地区，在行业细分领域处于国内领先地位，,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-11-24,Spectralics,先进制造,战略投资,200万美元,Volvo Cars Tech Fund,6500,先进制造、新材料、新材料,Spectralics是一家以色列光学和成像开发商，致力于光学薄膜的开发，正在开发光学覆盖层，也被称为“多层薄型组合器”，可以被集成到汽车的挡风玻璃或窗户上。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-11-23,禾尔斯环保,先进制造,A轮,未透露,深创投,10000,先进制造、新材料、新材料,"禾尔斯环保是国内领先的生物降解材料聚乳酸改性和制品解决方案供应商，为全球多个国家和地区的客户提供创新技术支持和产品解决方案。
",暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-11-23,蓝海黑石,先进制造,A轮,3500万人民币,中航国际,17500,先进制造、新材料、新材料,蓝海黑石是一家锂电池新材料生产商，公司主要从事锂电池新材料的研发、生产与销售，主要产品有水性粘结材料、水性离型材料、特殊功能材料等。,罗贺斌 董事长 罗贺斌，蓝海黑石董事长。 
2021-11-22,鲲游光电,先进制造,B+轮,4亿人民币,"中信正业, 云锋基金, 浦东科创, 建信资本, 明势资本, 源码资本, 碧桂园创投, 昆仲资本, 华登国际, 元璟资本, 元禾辰坤, 晨晖创投, 临港智兆",280000,先进制造、集成电路、中间件,鲲游光电是一家专注于微光学、光集成领域的高科技企业，主要研发并量产三类产品方向：3D深度成像中的晶圆级光学及DOE器件，特别是手机领域的应用；应用于AR的光波导模组，特别是基于晶圆级光学制成多级扩瞳，用于耦合光场及全息AR成像的光栅型波导；板间、芯片间晶圆级高速并行光链路。,林涛 董事长 林涛，上海鲲游光电科技有限公司创始人 
